superkingdom,phylum,class,order,family,genus,species,year,status,reference
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Gemella,taiwanensis,2014,established,"Hikone, Mayu, et al. ""The first case report of infective endocarditis caused by Gemella taiwanensis."" Journal of infection and chemotherapy 23.8 (2017): 567-571."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,iterans,2014,putative,"Kang, Ying-Qian, et al. ""Gordonia iterans sp. nov., isolated from a patient with pneumonia."" International journal of systematic and evolutionary microbiology 64.Pt_10 (2014): 3520-3525."
Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Hungatella,effluvii,2014,putative,"Çuha, Mervenur Demir, et al. ""A rare case of necrotizing fasciitis of the abdominal wall due to Hungatella effluvii and Streptococcus constellatus."" Anaerobe 70 (2021): 102409."
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,quasipneumoniae,2014,established,"Breurec, Sebastien, et al. ""Liver abscess caused by infection with community-acquired Klebsiella quasipneumoniae subsp. quasipneumoniae."" Emerging infectious diseases 22.3 (2016): 529."
Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,mayottensis,2014,established,"Bourhy, Pascale, et al. ""Leptospira mayottensis sp. nov., a pathogenic species of the genus Leptospira isolated from humans."" International journal of systematic and evolutionary microbiology 64.Pt 12 (2014): 4061."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,paragordonae,2014,established,"Takajo, I., et al. ""Pseudo-outbreak of Mycobacterium paragordonae in a hospital: possible role of the aerator/rectifier connected to the faucet of the water supply system."" Journal of Hospital Infection 104.4 (2020): 545-551."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,vulneris,2014,established,"Lasker, Brent A., et al. ""Nocardia vulneris sp. nov., isolated from wounds of human patients in North America."" Antonie van Leeuwenhoek 106.3 (2014): 543-553."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,kroppenstedtii,2014,established,"Jones, Amanda, et al. ""Nocardia kroppenstedtii sp. nov., a novel actinomycete isolated from a lung transplant patient with a pulmonary infection."" International journal of systematic and evolutionary microbiology 64.3 (2014): 751-754."
Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,asaccharolyticum,2014,putative,"Sizova, Maria V., et al. ""Oribacterium parvum sp. nov. and Oribacterium asaccharolyticum sp. nov., obligately anaerobic bacteria from the human oral cavity, and emended description of the genus Oribacterium."" International journal of systematic and evolutionary microbiology 64.Pt 8 (2014): 2642."
Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,parvum,2014,putative,"Sizova, Maria V., et al. ""Oribacterium parvum sp. nov. and Oribacterium asaccharolyticum sp. nov., obligately anaerobic bacteria from the human oral cavity, and emended description of the genus Oribacterium."" International journal of systematic and evolutionary microbiology 64.Pt 8 (2014): 2642."
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Streptobacillus,hongkongensis,2014,putative,"Woo, Patrick CY, et al. ""Streptobacillus hongkongensis sp. nov., isolated from patients with quinsy and septic arthritis, and emended descriptions of the genus Streptobacillus and Streptobacillusmoniliformis."" International journal of systematic and evolutionary microbiology 64.Pt_9 (2014): 3034-3039."
Bacteria,Firmicutes,Tissierellia,Tissierellales,Tissierellaceae,Tissierella,carlieri,2014,putative,"Schweizer, Mona, et al. ""Chronic osteomyelitis due to tissierella carlieri: first case."" Open forum infectious diseases. Vol. 3. No. 1. Oxford University Press, 2016."
Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,variabilis,2015,established,"Krizova, Lenka, et al. ""Acinetobacter variabilis sp. nov.(formerly DNA group 15 sensu Tjernberg & Ursing), isolated from humans and animals."" International journal of systematic and evolutionary microbiology 65.Pt 3 (2015): 857."
Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,seifertii,2015,established,"Kishii, Kozue, et al. ""The first cases of human bacteremia caused by Acinetobacter seifertii in Japan."" Journal of Infection and Chemotherapy 22.5 (2016): 342-345."
Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinotignum,sanguinis,2015,putative,"Calatrava, Elizabeth, Jaime Borrego, and Fernando Cobo. ""Breast abscess due to Trueperella bernardiae and Actinotignum sanguinis."" Revista Española de Quimioterapia 32.2 (2019): 200."
Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,degenerii,2015,established,"Veloo, A. C. M., P. E. Elgersma, and A. J. van Winkelhoff. ""Anaerococcus degenerii sp. nov., isolated from human clinical specimens."" Anaerobe 33 (2015): 71-75."
Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,ancashensis,2015,established,"Mullins, Kristin E., et al. ""Description of Bartonella ancashensis sp. nov., isolated from the blood of two patients with verruga peruana."" International journal of systematic and evolutionary microbiology 65.Pt_10 (2015): 3339-3343."
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Bergeyella,cardium,2015,established,"Sohn, Kyung Mok, et al. ""A new causative bacteria of infective endocarditis, Bergeyella cardium sp. nov."" Diagnostic microbiology and infectious disease 81.3 (2015): 213-216."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,bronchialis,2015,putative,"Vandamme, Peter A., et al. ""Bordetella bronchialis sp. nov., Bordetella flabilis sp. nov. and Bordetella sputigena sp. nov., isolated from human respiratory specimens, and reclassification of Achromobacter sediminum Zhang et al. 2014 as Verticia sediminum gen. nov., comb. nov."" International journal of systematic and evolutionary microbiology 65.Pt_10 (2015): 3674-3682."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,flabilis,2015,putative,"Vandamme, Peter A., et al. ""Bordetella bronchialis sp. nov., Bordetella flabilis sp. nov. and Bordetella sputigena sp. nov., isolated from human respiratory specimens, and reclassification of Achromobacter sediminum Zhang et al. 2014 as Verticia sediminum gen. nov., comb. nov."" International journal of systematic and evolutionary microbiology 65.Pt_10 (2015): 3674-3682."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,sputigena,2015,putative,"Vandamme, Peter A., et al. ""Bordetella bronchialis sp. nov., Bordetella flabilis sp. nov. and Bordetella sputigena sp. nov., isolated from human respiratory specimens, and reclassification of Achromobacter sediminum Zhang et al. 2014 as Verticia sediminum gen. nov., comb. nov."" International journal of systematic and evolutionary microbiology 65.Pt_10 (2015): 3674-3682."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,stagnalis,2015,putative,"De Smet, Birgit, et al. ""Burkholderia stagnalis sp. nov. and Burkholderia territorii sp. nov., two novel Burkholderia cepacia complex species from environmental and human sources."" International journal of systematic and evolutionary microbiology 65.Pt_7 (2015): 2265-2271."
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,pasteurii,2015,established,"Clermont, Dominique, et al. ""Multilocus sequence analysis of the genus Citrobacter and description of Citrobacter pasteurii sp. nov."" International journal of systematic and evolutionary microbiology 65.Pt_5 (2015): 1486-1490."
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,injenensis,2015,established,"LaVergne, Stephanie, Thaidra Gaufin, and Douglas Richman. ""Myroides injenensis bacteremia and severe cellulitis."" Open forum infectious diseases. Vol. 6. No. 7. US: Oxford University Press, 2019."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,arizonensis,2015,established,"Lasker, Brent A., et al. ""Nocardia arizonensis sp. nov., obtained from human respiratory specimens."" Antonie van Leeuwenhoek 108.5 (2015): 1129-1137."
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,sanguinis,2015,established,"McGinnis, Jana M., et al. ""Paracoccus sanguinis sp. nov., isolated from clinical specimens of New York State patients."" International journal of systematic and evolutionary microbiology 65.Pt_6 (2015): 1877-1882."
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Bruguierivoracaceae,Sodalis,praecaptivus,2015,putative,"Clayton, Adam L., et al. ""A novel human-infection-derived bacterium provides insights into the evolutionary origins of mutualistic insect–bacterial symbioses."" PLoS genetics 8.11 (2012): e1002990."
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Tatumella,saanichensis,2015,putative,"Tracz, Dobryan M., et al. ""Tatumella saanichensis sp. nov., isolated from a cystic fibrosis patient."" International journal of systematic and evolutionary microbiology 65.Pt_6 (2015): 1959-1966."
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Weeksella,massiliensi,2015,putative,"Sankar, S. A., et al. ""Noncontiguous finished genome sequence and description of Weeksella massiliensis sp. nov."" New microbes and new infections 8 (2015): 89-98."
Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,urinae,2016,putative,"Morand, A., et al. ""Actinomyces urinae sp. nov., isolated from 13-year-old girl affected by nephritic syndrome."" New microbes and new infections 13 (2016): 1-2."
Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Alkanindiges,hongkongensis,2016,putative,"Woo, Patrick CY, et al. ""Alkanindiges hongkongensis sp. nov. A novel Alkanindiges species isolated from a patient with parotid abscess."" Systematic and applied microbiology 28.4 (2005): 316-322."
Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,nagyae,2016,established,"Toprak, Nurver Ulger, et al. ""Sepsis caused by Anaerococcus nagyae after transarterial-chemoembolization for hepatocellular carcinoma: Case report and literature review."" Anaerobe (2021): 102464."
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,mayonii,2016,established,"Pritt, Bobbi S., et al. ""Borrelia mayonii sp. nov., a member of the Borrelia burgdorferi sensu lato complex, detected in patients and ticks in the upper midwestern United States."" International journal of systematic and evolutionary microbiology 66.11 (2016): 4878."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,lowii,2016,putative,"Bernard, Kathryn A., et al. ""Corynebacterium lowii sp. nov. and Corynebacterium oculi sp. nov., derived from human clinical disease and an emended description of Corynebacterium mastitidis."" International journal of systematic and evolutionary microbiology 66.8 (2016): 2803-2812."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,oculi,2016,putative,"Bernard, Kathryn A., et al. ""Corynebacterium lowii sp. nov. and Corynebacterium oculi sp. nov., derived from human clinical disease and an emended description of Corynebacterium mastitidis."" International journal of systematic and evolutionary microbiology 66.8 (2016): 2803-2812."
Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Dermabacteraceae,Dermabacter,jinjuensis,2016,putative,"Park, Young Kyoung, et al. ""Dermabacter jinjuensis sp. nov., a novel species of the genus Dermabacter isolated from a clinical specimen."" International journal of systematic and evolutionary microbiology 66.7 (2016): 2573-2577."
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,bugandensis,2016,established,"Doijad, Swapnil, et al. ""Enterobacter bugandensis sp. nov., isolated from neonatal blood."" International journal of systematic and evolutionary microbiology 66.2 (2016): 968-974."
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Haematospirillum,jordaniae,2016,putative,"Humrighouse, B. W., et al. ""Haematospirillum jordaniae gen. nov., sp. nov., isolated from human blood samples."" Antonie Van Leeuwenhoek 109.4 (2016): 493-500."
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,massiliensi,2016,putative,"Lo, Cheikh Ibrahima, et al. ""High-quality draft genome sequence and description of Haemophilus massiliensis sp. nov."" Standards in genomic sciences 11.1 (2016): 1-9."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Lawsonellaceae,Lawsonella,clevelandensis ,2016,established,"Bell, Melissa E., et al. ""Lawsonella clevelandensis gen. nov., sp. nov., a new member of the suborder Corynebacterineae isolated from human abscesses."" International journal of systematic and evolutionary microbiology 66.8 (2016): 2929-2935."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,alsense,2016,established,"Tortoli, Enrico, et al. ""Mycobacterium alsense sp. nov., a scotochromogenic slow grower isolated from clinical respiratory specimens."" International journal of systematic and evolutionary microbiology 66.1 (2016): 450-456."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,shinanonensis,2016,putative,"Matsumoto, Takehisa, et al. ""Nocardia shinanonensis sp. nov., isolated from a patient with endophthalmitis."" International journal of systematic and evolutionary microbiology 66.9 (2016): 3324-3328."
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Oblitimonas,alkaliphila,2016,established,"Drobish, Adam M., et al. ""Oblitimonas alkaliphila gen. nov., sp. nov., in the family Pseudomonadaceae, recovered from a historical collection of previously unidentified clinical strains."" International journal of systematic and evolutionary microbiology 66.8 (2016): 3063."
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,residui,2016,putative,"Marchese, A., et al. ""Breast implant infection due to Paenibacillus residui in a cancer patient."" Clinical Microbiology and Infection 22.8 (2016): 743-744."
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,colorans,2016,putative,"Buhl, Michael, et al. ""Prevotella colorans sp. nov., isolated from a human wound."" International journal of systematic and evolutionary microbiology 66.8 (2016): 3005-3009."
Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Propionibacterium,namnetense,2016,putative,"Aubin, Guillaume Ghislain, et al. ""Draft genome sequence of highly rifampin-resistant Propionibacterium namnetense NTS 31307302T isolated from a patient with a bone infection."" Genome announcements 4.4 (2016): e00819-16."
Bacteria,Firmicutes,Tissierellia,Eubacteriales,Sedimentibacter,Sedimentibacter,hongkongensis,2016,putative,"Woo, Patrick CY, et al. ""Bacteremia in a patient with colonic carcinoma caused by a novel Sedimentibacter species: Sedimentibacter hongkongensis sp. nov."" Diagnostic microbiology and infectious disease 50.2 (2004): 81-87."
